CustomColumn, Frame, TreatmentSensor, PER-X, PER-Y, LeftSector, RightSector, LeftFlagellumTip-X, LeftFlagellumTip-Y, RightFlagellumTip-X, RightFlagellumTip-Y, LeftFlagellumBase-X, LeftFlagellumBase-Y, RightFlagellumBase-X, RightFlagellumBase-Y, RotationAngle, AntennaSensorWidth, AntennaSensorHeight, AntennaSensorOffset-X, AntennaSensorOffset-Y, AntennaSensorScale-X, AntennaSensorScale-Y
Control-01,665,58,308,174,2,2,213,187,347,192,275,218,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,666,59,308,174,2,2,218,182,347,192,277,215,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,667,59,308,174,2,2,213,184,347,192,275,218,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,668,58,308,174,2,3,208,200,373,218,272,223,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,669,58,308,174,3,3,205,221,370,221,272,226,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,670,59,308,174,3,3,205,231,370,223,267,233,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,671,57,308,174,3,3,210,241,370,223,264,236,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,672,56,308,174,3,1,208,244,334,135,264,236,331,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,673,56,308,174,3,1,208,244,326,133,264,236,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,674,57,308,174,3,1,210,244,319,141,267,236,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,675,56,308,174,3,1,208,231,319,141,231,236,324,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,676,54,308,174,3,1,208,210,319,141,272,226,324,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,677,56,308,174,2,1,213,192,337,184,275,218,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,678,56,308,174,2,2,215,187,360,195,275,218,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,679,56,308,174,2,2,213,187,365,205,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,680,55,308,174,2,3,210,197,378,213,272,221,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,681,56,308,174,2,3,208,210,386,231,270,226,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,682,56,308,174,3,3,208,215,391,236,270,228,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,683,54,308,174,3,3,208,223,388,241,270,228,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,684,56,308,174,3,3,208,231,383,241,267,233,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,685,55,308,174,3,3,208,233,383,241,267,233,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,686,55,308,174,3,2,210,241,347,187,267,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,687,56,308,174,3,2,208,241,347,187,267,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,688,55,308,174,3,1,208,239,331,138,264,236,329,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,689,57,308,174,3,1,236,228,329,133,270,228,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,690,55,308,174,2,1,218,182,326,135,275,218,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,691,56,308,174,2,1,223,169,329,133,280,213,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,692,53,308,174,2,1,228,169,337,130,280,213,334,169,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,693,56,308,174,2,1,241,187,342,192,280,213,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,694,56,308,174,2,2,223,190,357,184,275,218,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,695,55,308,174,2,2,223,202,370,179,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,696,55,308,174,2,2,221,215,391,184,272,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,697,57,308,174,3,2,221,221,393,184,270,228,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,698,56,308,174,3,2,221,231,396,179,267,233,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,699,56,308,174,3,2,223,246,362,166,267,249,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,700,57,308,174,3,1,226,249,362,133,267,241,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,701,55,308,174,3,1,221,233,350,130,270,231,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,702,54,308,174,2,1,239,210,350,133,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,703,54,308,174,2,1,239,210,350,130,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,704,57,308,174,2,2,231,179,383,146,277,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,705,57,308,174,2,2,226,190,396,156,277,215,357,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,706,57,308,174,2,2,226,190,396,156,277,215,357,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,707,57,308,174,2,2,221,202,404,164,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,708,60,308,174,2,2,218,208,411,177,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,709,56,308,174,2,2,215,210,409,190,270,226,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,710,53,308,174,2,2,213,213,399,195,270,228,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,711,58,308,174,2,2,210,205,399,195,272,226,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,712,56,308,174,2,2,210,200,344,187,272,223,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,713,56,308,174,2,1,218,179,344,143,275,218,344,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,714,56,308,174,2,1,223,169,342,133,280,213,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,715,55,308,174,2,1,228,166,334,130,282,210,334,169,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,716,54,308,174,2,1,231,161,331,133,282,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,717,56,308,174,2,1,233,159,329,130,280,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,718,56,308,174,2,1,231,164,329,133,280,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,719,56,308,174,2,1,231,164,329,133,282,210,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,720,58,308,174,2,1,231,164,326,135,282,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,721,56,308,174,2,1,241,179,329,133,280,213,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,722,57,308,174,2,1,215,184,334,138,275,218,339,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,723,56,308,174,2,2,213,192,342,187,272,221,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,724,57,308,174,2,2,213,197,347,192,272,221,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,725,56,308,174,2,2,213,200,347,177,272,223,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,726,59,308,174,2,1,213,202,339,187,272,223,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,727,59,308,174,2,1,213,205,339,187,272,223,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,728,56,308,174,2,1,210,208,339,187,270,226,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,729,56,308,174,2,1,210,208,319,153,270,226,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,730,57,308,174,2,1,210,210,319,153,270,226,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,731,58,308,174,2,1,210,210,319,153,272,226,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,732,56,308,174,2,1,210,213,319,153,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,733,56,308,174,3,1,210,213,319,153,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,734,57,308,174,3,1,210,215,319,153,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,735,57,308,174,3,1,208,218,319,153,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,736,57,308,174,3,1,210,218,319,153,270,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,737,58,308,174,3,1,208,221,319,153,267,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,738,57,308,174,3,1,210,218,319,153,267,228,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,739,58,308,174,3,1,208,221,319,146,267,228,321,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,740,57,308,174,3,1,208,221,319,146,267,228,321,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,741,56,308,174,3,1,208,221,337,184,267,228,334,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,742,55,308,174,3,2,210,221,344,195,267,228,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,743,57,308,174,3,2,208,218,344,195,267,228,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,744,58,308,174,2,2,210,205,344,195,272,223,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,745,56,308,174,2,3,218,187,368,213,272,221,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,746,54,308,174,2,2,223,174,362,215,277,215,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,747,56,308,174,2,2,233,164,362,215,280,213,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,748,56,308,174,2,1,239,159,344,184,282,210,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,749,56,308,174,2,1,239,159,337,153,282,210,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,750,56,308,174,2,1,239,192,337,174,277,215,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,751,54,308,174,2,1,221,190,334,151,272,221,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,752,55,308,174,2,1,218,202,331,141,272,221,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,753,54,308,174,2,1,215,213,334,135,270,226,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,754,56,308,174,3,1,213,218,331,133,270,228,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,755,54,308,174,3,1,210,223,329,133,267,231,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,756,54,308,174,3,1,210,223,329,133,267,231,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,757,55,308,174,3,1,210,231,329,133,267,233,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,758,57,308,174,3,2,213,239,347,179,267,236,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,759,58,308,174,3,2,210,239,347,179,267,236,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,760,58,308,174,3,2,210,239,347,179,267,236,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,761,56,308,174,3,1,210,233,326,135,267,233,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,762,56,308,174,3,1,210,236,321,138,267,236,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,763,56,308,174,3,1,210,236,321,138,267,236,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,764,57,308,174,3,1,210,236,316,146,267,236,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,765,56,308,174,3,1,208,226,316,146,267,233,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,766,56,308,174,2,1,213,192,316,146,272,221,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,767,56,308,174,2,1,215,184,316,151,275,218,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,768,56,308,174,2,1,221,179,316,146,277,215,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,769,57,308,174,2,1,215,187,316,146,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,770,57,308,174,2,2,210,195,347,184,272,221,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,771,58,308,174,2,2,210,200,352,192,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,772,55,308,174,2,2,208,208,352,192,270,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,773,55,308,174,2,2,208,208,352,192,270,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,774,53,308,174,3,3,205,226,381,233,267,231,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,775,54,308,174,3,3,205,226,381,231,267,231,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,776,56,308,174,3,3,208,241,381,231,267,236,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,777,58,308,174,3,2,210,244,344,190,267,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,778,56,308,174,3,2,210,244,344,190,267,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,779,55,308,174,3,2,208,213,344,190,270,228,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,780,56,308,174,2,1,213,195,326,138,272,221,324,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,781,58,308,174,2,1,213,184,319,141,277,215,321,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,782,57,308,174,2,1,221,177,319,141,277,215,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,783,57,308,174,2,1,223,169,319,141,280,213,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,784,57,308,174,2,1,226,169,319,143,280,213,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,785,57,308,174,2,1,223,171,321,141,280,213,324,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,786,56,308,174,2,1,218,177,321,141,277,215,324,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,787,56,308,174,2,2,215,187,355,179,275,218,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,788,56,308,174,2,2,215,190,355,197,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,789,56,308,174,2,2,210,195,381,187,272,221,368,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,790,57,308,174,2,2,213,190,388,190,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,791,56,308,174,2,2,239,190,378,192,277,215,373,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,792,58,308,174,2,2,228,166,362,146,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,793,57,308,174,2,1,239,161,350,141,282,210,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,794,58,308,174,2,1,244,153,337,135,282,208,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,795,55,308,174,2,1,239,153,334,133,282,208,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,796,55,308,174,2,1,231,161,344,133,282,210,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,797,58,308,174,2,2,226,177,375,148,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,798,55,308,174,2,2,228,187,386,148,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,799,57,308,174,2,2,226,205,391,156,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,800,58,308,174,2,2,223,213,396,161,272,226,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,801,57,308,174,3,2,218,221,404,169,270,228,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,802,57,308,174,3,3,213,228,406,187,267,233,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,803,59,308,174,3,3,210,231,404,205,267,233,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,804,58,308,174,3,3,210,241,399,221,264,236,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,805,57,308,174,3,3,213,251,399,221,267,241,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,806,58,308,174,3,2,215,257,365,184,267,244,355,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,807,59,308,174,3,2,213,254,365,184,267,244,355,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,808,60,308,174,3,1,213,251,342,141,267,249,339,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,809,58,308,174,3,1,208,241,324,135,267,236,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,810,59,308,174,3,1,210,249,319,141,267,233,324,161,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,811,62,308,174,3,1,210,257,316,148,267,249,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,812,63,308,174,3,1,213,262,316,148,267,246,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,813,61,308,174,3,1,215,267,316,148,267,249,319,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,814,61,308,174,3,1,215,267,339,184,267,249,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,815,63,308,174,3,2,213,262,347,195,267,246,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,816,58,308,174,3,2,208,251,347,195,264,239,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,817,58,308,174,3,2,205,228,347,195,267,233,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,818,63,308,174,3,2,208,221,347,195,270,228,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,819,63,308,174,3,2,208,221,347,195,270,228,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,820,61,308,174,2,2,208,208,347,195,270,226,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,821,61,308,174,2,1,213,200,342,182,272,223,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,822,62,308,174,2,1,210,202,334,143,272,223,334,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,823,60,308,174,2,1,210,205,329,135,272,223,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,824,61,308,174,2,1,208,210,321,138,270,226,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,825,61,308,174,3,1,208,218,326,141,270,228,329,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,826,58,308,174,3,1,210,223,342,179,267,231,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,827,59,308,174,3,1,208,226,342,179,267,231,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,828,60,308,174,3,3,208,228,373,231,267,231,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,829,60,308,174,3,3,208,218,378,246,270,228,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,830,57,308,174,2,4,208,210,378,254,272,223,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,831,61,308,174,2,4,218,177,375,259,275,218,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,832,61,308,174,2,4,223,174,370,254,277,215,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,833,59,308,174,2,4,223,174,370,254,280,213,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,834,62,308,174,2,2,218,177,350,192,277,215,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,835,60,308,174,2,1,213,190,344,182,275,218,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,836,62,308,174,2,1,213,197,337,143,272,221,337,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,837,60,308,174,2,1,210,200,334,135,272,223,334,177,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,838,63,308,174,2,1,213,190,329,130,275,218,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,839,62,308,174,2,1,223,174,326,135,277,215,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,840,63,308,174,2,1,228,169,321,138,280,213,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,841,61,308,174,2,1,226,169,326,135,282,210,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,842,59,308,174,2,1,218,177,329,135,280,213,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,843,60,308,174,2,1,215,184,337,184,275,218,334,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,844,60,308,174,2,2,210,197,350,182,272,221,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,845,59,308,174,2,2,213,202,355,171,272,223,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,846,58,308,174,2,1,218,197,355,156,272,221,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,847,60,308,174,2,1,223,187,355,141,275,218,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,848,61,308,174,2,1,231,169,347,130,280,213,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,849,59,308,174,2,1,262,197,342,133,280,213,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,850,62,308,174,2,1,223,187,337,130,275,218,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,851,59,308,174,2,1,218,205,331,130,272,223,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,852,59,308,174,3,1,215,215,334,135,272,226,331,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,853,58,308,174,3,1,213,226,342,182,267,231,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,854,59,308,174,3,2,210,233,350,179,267,233,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,855,60,308,174,3,2,210,239,355,190,267,236,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,856,60,308,174,3,2,210,244,342,182,267,239,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,857,57,308,174,3,1,210,244,334,148,264,236,334,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,858,59,308,174,3,1,208,226,329,135,270,231,329,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,859,58,308,174,2,1,208,210,329,133,272,226,329,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,860,57,308,174,2,1,213,192,324,135,272,221,326,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,861,57,308,174,2,1,215,182,321,138,275,218,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,862,55,308,174,2,1,215,182,321,138,277,215,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,863,58,308,174,2,1,210,195,342,182,272,221,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,864,58,308,174,2,2,208,205,347,192,272,223,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,865,59,308,174,2,2,208,213,347,192,270,226,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,866,58,308,174,2,2,208,215,339,192,272,226,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,867,58,308,174,3,2,208,215,339,192,270,228,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,868,59,308,174,3,1,208,215,329,143,270,228,326,153,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,869,56,308,174,3,1,208,218,321,138,270,228,324,151,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,870,58,308,174,3,1,208,218,319,143,270,228,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,871,56,308,174,2,1,208,210,316,146,270,226,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,872,57,308,174,2,1,218,184,316,146,275,218,321,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,873,60,308,174,2,1,221,174,321,138,280,213,324,164,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,874,63,308,174,2,1,228,164,331,141,282,210,337,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,875,56,308,174,2,1,226,169,339,184,280,213,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,876,57,308,174,2,2,223,184,357,171,275,215,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,877,58,308,174,2,2,228,200,373,174,272,221,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,878,58,308,174,2,2,236,202,391,169,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,879,58,308,174,2,2,241,187,401,171,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,880,58,308,174,2,2,239,174,406,179,282,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,881,59,308,174,2,2,244,164,383,146,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,882,59,308,174,2,2,244,164,381,146,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,883,58,308,174,2,2,239,192,370,148,280,213,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,884,58,308,174,2,1,233,221,352,130,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,885,57,308,174,3,1,226,231,342,130,270,231,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,886,57,308,174,3,1,218,241,337,184,267,236,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,887,57,308,174,3,2,221,249,344,184,267,239,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,888,58,308,174,3,2,218,251,352,179,267,241,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,889,59,308,174,3,2,213,246,357,192,267,239,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,890,57,308,174,3,2,208,228,357,192,267,233,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,891,58,308,174,2,2,208,213,350,197,270,228,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,892,60,308,174,2,2,213,192,344,179,272,221,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,893,59,308,174,2,1,218,177,337,187,275,218,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
