CustomColumn, Frame, TreatmentSensor, PER-X, PER-Y, LeftSector, RightSector, LeftFlagellumTip-X, LeftFlagellumTip-Y, RightFlagellumTip-X, RightFlagellumTip-Y, LeftFlagellumBase-X, LeftFlagellumBase-Y, RightFlagellumBase-X, RightFlagellumBase-Y, RotationAngle, AntennaSensorWidth, AntennaSensorHeight, AntennaSensorOffset-X, AntennaSensorOffset-Y, AntennaSensorScale-X, AntennaSensorScale-Y
Control-01,207,36,308,174,3,2,244,251,347,190,267,241,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,208,35,308,174,3,2,236,257,388,200,267,246,386,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,209,34,308,174,3,3,233,264,375,221,267,249,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,210,35,308,174,3,3,226,262,375,228,267,241,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,211,35,308,174,3,2,249,221,378,251,270,231,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,212,35,308,174,2,4,267,210,381,257,277,215,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,213,34,308,174,2,4,259,190,391,257,282,210,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,214,35,308,174,2,4,257,179,391,262,282,210,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,215,32,308,174,2,4,246,195,396,262,280,213,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,216,32,308,174,2,4,244,213,401,267,272,226,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,217,30,308,174,3,4,254,233,404,272,267,236,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,218,33,308,174,3,4,251,257,406,272,267,246,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,219,33,308,174,3,4,251,257,406,272,267,246,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,220,31,308,174,3,4,241,267,409,270,267,249,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,221,33,308,174,3,4,236,275,411,270,270,254,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,222,35,308,174,4,4,233,282,411,270,272,257,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,223,35,308,174,4,4,236,288,414,264,272,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,224,35,308,174,4,4,236,290,414,267,275,262,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,225,34,308,174,4,4,236,290,414,270,275,262,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,226,33,308,174,4,4,236,290,411,272,275,262,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,227,34,308,174,3,4,233,282,411,272,270,254,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,228,34,308,174,3,4,233,251,414,270,267,236,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,229,35,308,174,2,4,244,213,411,272,275,218,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,230,37,308,174,2,4,254,184,414,267,282,210,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,231,33,308,174,1,3,267,174,422,244,285,205,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,232,35,308,174,1,3,264,159,419,215,285,200,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,233,34,308,174,2,3,267,182,422,200,282,208,388,213,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,234,35,308,174,2,2,259,202,406,169,277,215,386,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,235,33,308,174,3,2,257,231,396,156,270,231,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,236,33,308,174,3,2,246,251,399,159,267,244,386,184,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,237,33,308,174,3,2,244,270,414,179,267,249,386,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,238,33,308,174,4,3,244,275,381,223,272,257,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,239,32,308,174,4,3,246,282,424,218,275,262,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,240,33,308,174,4,3,251,282,424,226,275,262,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,241,33,308,174,3,2,246,251,414,184,270,228,386,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,242,33,308,174,3,2,246,254,414,182,270,228,386,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,243,31,308,174,3,2,246,251,391,151,264,236,388,174,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,244,30,308,174,2,2,259,187,386,146,282,210,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,245,32,308,174,3,2,262,174,373,143,285,205,350,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,246,31,308,174,1,2,267,169,347,197,285,202,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,247,33,308,174,2,2,262,174,347,197,282,208,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,248,33,308,174,3,2,262,177,347,197,282,208,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,249,34,308,174,2,2,251,190,347,197,282,210,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,250,33,308,174,2,2,239,205,360,161,277,215,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,251,34,308,174,2,1,231,205,355,161,272,221,342,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,252,33,308,174,2,2,264,184,350,197,282,210,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,253,32,308,174,1,2,249,151,368,190,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,254,33,308,174,1,2,254,146,399,166,285,202,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,255,34,308,174,1,2,262,143,406,174,285,192,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,256,36,308,174,1,2,270,169,406,169,285,200,386,187,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,257,35,308,174,2,2,257,187,393,153,282,208,388,169,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,258,35,308,174,2,2,249,200,383,143,277,215,352,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,259,35,308,174,2,2,249,210,375,143,272,223,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,260,32,308,174,2,2,257,195,375,146,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,261,32,308,174,2,2,259,174,365,182,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,262,32,308,174,1,2,282,195,399,159,285,200,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,263,33,308,174,1,2,272,164,406,169,285,190,360,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,264,35,308,174,1,2,264,143,406,169,285,184,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,265,37,308,174,1,2,267,143,404,164,272,153,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,266,35,308,174,1,2,270,143,391,151,285,177,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,267,33,308,174,1,2,267,143,386,148,275,153,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,268,34,308,174,1,2,267,143,388,148,275,153,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,269,36,308,174,2,2,262,179,396,153,282,208,386,171,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,270,41,308,174,2,2,249,190,409,177,282,210,386,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,271,37,308,174,2,3,241,202,375,213,277,215,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,272,41,308,174,2,3,239,205,417,213,272,221,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,273,38,308,174,2,3,241,197,414,218,277,215,365,228,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,274,38,308,174,2,3,264,195,409,231,282,210,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,275,43,308,174,2,3,241,156,411,221,282,208,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,276,47,308,174,1,3,244,153,378,218,282,205,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,277,51,308,174,2,2,239,153,365,202,282,205,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,278,52,308,174,2,2,244,177,362,156,280,210,355,174,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,279,54,308,174,2,1,249,197,362,138,277,215,342,187,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,280,54,308,174,2,1,249,195,362,138,277,215,344,184,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,281,57,308,174,2,1,215,190,352,159,275,218,347,169,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,282,56,308,174,3,2,221,221,386,164,270,228,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,283,52,308,174,3,2,233,246,399,169,267,241,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,284,53,308,174,3,2,241,249,391,153,267,236,388,166,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,285,53,308,174,2,2,241,202,375,141,275,218,350,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,286,53,308,174,2,2,244,184,370,138,280,210,342,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,287,50,308,174,2,2,267,187,370,138,282,205,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,288,53,308,174,1,2,264,171,375,141,267,174,347,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,289,55,308,174,1,2,267,164,365,187,285,197,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,290,52,308,174,2,2,262,174,388,169,282,208,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,291,52,308,174,2,2,249,190,388,187,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,292,51,308,174,2,3,231,208,386,210,275,218,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,293,54,308,174,3,2,221,218,381,184,272,226,368,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,294,58,308,174,3,2,218,231,350,200,267,233,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,295,55,308,174,3,1,215,233,362,143,267,233,360,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,296,56,308,174,3,1,210,218,357,135,270,228,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,297,59,308,174,2,1,218,182,352,133,275,218,334,192,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,298,57,308,174,2,1,223,171,347,133,280,213,344,143,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,299,56,308,174,2,1,226,166,347,133,282,210,344,143,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,300,56,308,174,2,1,221,171,347,133,280,213,344,143,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,301,56,308,174,2,2,215,182,357,179,275,218,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,302,56,308,174,2,2,210,197,350,166,272,223,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,303,60,308,174,2,1,208,210,352,143,272,226,350,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,304,61,308,174,3,1,208,223,350,135,270,231,350,143,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,305,59,308,174,3,2,210,241,347,182,264,236,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,306,58,308,174,3,2,218,251,355,192,267,241,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,307,56,308,174,3,2,226,262,368,190,267,249,362,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,308,56,308,174,3,2,226,264,365,210,267,249,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,309,55,308,174,3,2,223,264,365,210,267,246,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,310,57,308,174,3,2,213,221,365,210,270,231,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,311,56,308,174,2,2,257,215,355,184,272,223,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,312,53,308,174,2,2,221,177,344,182,277,215,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,313,55,308,174,2,1,223,171,352,138,280,213,347,148,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,314,55,308,174,2,1,221,174,344,133,280,213,334,190,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,315,55,308,174,2,1,213,187,344,135,275,218,339,146,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,316,56,308,174,2,2,208,208,362,182,272,223,357,187,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,317,54,308,174,3,2,210,218,375,184,270,228,365,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,318,55,308,174,3,2,218,241,388,192,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,319,55,308,174,3,2,221,241,388,192,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,320,56,308,174,3,2,228,257,396,195,267,244,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,321,58,308,174,3,3,236,270,409,195,270,254,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,322,57,308,174,3,3,244,272,414,195,270,254,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,323,57,308,174,3,2,241,233,406,174,270,231,368,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,324,56,308,174,2,2,246,197,396,156,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,325,56,308,174,2,2,249,182,391,151,280,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,326,56,308,174,2,2,259,174,383,146,282,208,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,327,56,308,174,1,2,267,171,378,141,285,202,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,328,56,308,174,1,2,254,148,381,146,285,202,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,329,54,308,174,1,2,254,151,386,146,285,202,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,330,55,308,174,1,2,254,151,386,146,285,202,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,331,55,308,174,2,2,246,192,396,156,280,213,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,332,57,308,174,2,2,251,210,404,166,272,221,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,333,56,308,174,3,2,246,228,406,171,270,228,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,334,57,308,174,3,2,246,244,409,174,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,335,58,308,174,3,2,246,244,409,174,267,236,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,336,58,308,174,3,2,239,251,411,179,267,244,360,215,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,337,57,308,174,3,3,236,267,419,192,267,249,360,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,338,57,308,174,3,3,236,277,419,200,270,254,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,339,56,308,174,4,3,236,282,419,202,272,259,362,223,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,340,56,308,174,4,3,239,288,419,197,275,262,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,341,57,308,174,4,2,244,295,406,169,277,264,388,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,342,59,308,174,4,2,246,301,388,151,277,267,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,343,58,308,174,4,2,246,301,378,146,277,267,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,344,56,308,174,4,1,244,298,355,133,277,267,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,345,56,308,174,4,1,226,280,347,130,272,257,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,346,57,308,174,3,1,213,254,339,130,267,244,339,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,347,58,308,174,3,1,208,226,334,133,267,236,337,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,348,56,308,174,2,1,213,200,334,133,249,215,337,195,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,349,58,308,174,2,1,218,182,350,130,272,221,339,197,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,350,60,308,174,2,1,223,171,357,135,280,213,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,351,56,308,174,2,2,246,195,365,169,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,352,58,308,174,2,2,218,200,355,169,272,223,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,353,56,308,174,3,1,215,231,350,143,270,231,350,156,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,354,59,308,174,3,1,218,259,342,135,267,241,339,146,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,355,56,308,174,3,1,221,272,339,133,267,249,337,177,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,356,57,308,174,4,2,228,285,357,177,272,257,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,357,57,308,174,4,2,228,288,381,187,272,259,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,358,56,308,174,4,3,226,285,388,202,272,257,378,213,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,359,55,308,174,3,3,210,244,396,218,267,239,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,360,55,308,174,2,3,215,210,399,228,272,226,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,361,55,308,174,2,3,259,205,404,233,280,213,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,362,59,308,174,2,3,264,192,404,239,282,210,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,363,60,308,174,2,3,257,174,411,228,282,208,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,364,58,308,174,2,3,259,174,411,213,285,205,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,365,57,308,174,2,3,259,171,414,200,282,208,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,366,57,308,174,2,2,251,195,406,171,280,213,370,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,367,57,308,174,2,2,251,205,396,156,275,218,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,368,58,308,174,2,2,251,190,386,146,282,210,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,369,57,308,174,2,2,257,174,378,141,282,208,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,370,59,308,174,1,2,264,166,375,138,285,202,342,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,371,57,308,174,1,2,262,166,375,141,285,205,344,202,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,372,57,308,174,2,2,257,177,391,151,280,210,350,208,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,373,57,308,174,2,2,246,200,404,164,277,215,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,374,57,308,174,3,2,236,231,409,171,270,231,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,375,56,308,174,3,2,236,257,414,182,267,241,360,215,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,376,58,308,174,3,2,236,272,414,187,270,254,360,215,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,377,56,308,174,4,3,233,282,417,190,272,257,360,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,378,57,308,174,4,3,236,290,417,195,272,259,360,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,379,58,308,174,4,3,239,290,419,195,275,262,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,380,59,308,174,4,3,239,290,419,195,275,264,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,381,58,308,174,4,2,244,295,404,166,277,267,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,382,55,308,174,4,2,246,301,388,148,277,267,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,383,58,308,174,4,2,246,301,378,143,277,267,344,205,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,384,57,308,174,4,2,241,295,368,135,277,267,342,200,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,385,57,308,174,4,2,233,293,381,164,275,262,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,386,58,308,174,3,2,223,280,383,182,270,254,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,387,58,308,174,3,2,223,280,383,182,270,254,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,388,56,308,174,3,2,223,280,386,192,270,254,352,210,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,389,56,308,174,3,3,223,280,404,218,270,254,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,390,59,308,174,4,3,223,280,411,231,270,254,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,391,56,308,174,4,3,226,282,417,244,270,254,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,392,56,308,174,4,3,226,282,417,244,270,254,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,393,57,308,174,4,4,228,285,414,257,272,259,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,394,57,308,174,4,4,228,285,414,257,272,259,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,395,56,308,174,4,4,231,290,411,267,272,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,396,57,308,174,4,4,231,288,411,267,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,397,57,308,174,4,4,231,290,411,270,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,398,55,308,174,4,4,231,290,411,270,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,399,56,308,174,4,4,231,288,409,270,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,400,54,308,174,4,4,226,285,411,262,272,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,401,57,308,174,4,4,228,285,406,262,272,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,402,56,308,174,4,4,228,285,404,264,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,403,57,308,174,4,4,228,285,404,267,272,259,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,404,58,308,174,4,4,228,288,401,272,272,259,362,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,405,58,308,174,4,4,228,288,401,272,272,257,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,406,58,308,174,4,4,228,288,399,275,270,259,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,407,56,308,174,4,4,231,288,399,275,270,259,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,408,56,308,174,4,4,231,288,399,264,270,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,409,55,308,174,4,3,231,290,396,241,270,262,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,410,57,308,174,4,3,228,288,383,215,264,267,362,226,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,411,56,308,174,4,3,231,288,375,210,257,272,360,221,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,412,54,308,174,4,3,231,288,368,213,249,275,357,218,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,413,56,308,174,4,3,228,285,373,226,262,267,365,231,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,414,57,308,174,4,3,228,285,378,236,270,257,368,236,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,415,61,308,174,3,3,223,282,386,244,270,254,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,416,56,308,174,3,3,218,270,391,246,267,249,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,417,56,308,174,3,4,221,272,396,254,267,249,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,418,56,308,174,3,4,221,275,399,259,267,249,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,419,56,308,174,3,4,221,275,401,270,267,249,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,420,57,308,174,3,4,221,275,399,272,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,421,57,308,174,3,4,221,275,399,275,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,422,56,308,174,3,4,221,275,401,275,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,423,55,308,174,3,4,221,277,401,277,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,424,56,308,174,3,4,223,277,404,275,267,249,360,257,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,425,55,308,174,3,4,221,275,404,272,267,249,360,254,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,426,56,308,174,3,4,221,275,409,267,267,249,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,427,55,308,174,3,4,221,277,409,270,267,249,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,428,56,308,174,4,4,223,282,411,267,270,254,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,429,56,308,174,4,4,226,282,409,267,270,257,362,251,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,430,59,308,174,4,4,228,285,414,262,272,259,362,249,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,431,57,308,174,4,3,231,293,417,254,272,262,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,432,58,308,174,4,3,231,290,417,251,272,262,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,433,58,308,174,4,3,233,293,419,249,272,262,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,434,55,308,174,4,3,231,290,419,251,272,259,365,244,-7,258,258,187,107,2.57712741596489,2.57712741596489
Control-01,435,56,308,174,3,3,228,275,417,254,270,254,365,246,-7,258,258,187,107,2.57712741596489,2.57712741596489
