Frame, BuzzerValue, LeftSector, RightSector, LeftFlagellumTip-X, LeftFlagellumTip-Y, RightFlagellumTip-X, RightFlagellumTip-Y, LeftFlagellumBase-X, LeftFlagellumBase-Y, RightFlagellumBase-X, RightFlagellumBase-Y, RotationAngle, ReceptiveFieldWidth, ReceptiveFieldHeight, ReceptiveFieldOffset-X, ReceptiveFieldOffset-Y, ReceptiveFieldScale-X, ReceptiveFieldScale-Y, SectorData
1,199,2,1,54,88,197,64,102,124,174,117,9,281,281,176,51,2.75,2.75, 220,6687.89423076923,4012.87307692308,393.319230769231,0,8632.84912959381,4004.96228239845,335.962282398453,0,141
2,178,4,4,54,197,199,197,103,170,166,172,9,281,281,178,56,2.75,2.75, 269.578899082569,610.157798165138,451.578899082569,8466.15779816514,387,217,1216.9724137931,347.710344827586,12832.7103448276,614.420689655172
3,178,4,4,54,201,199,203,100,177,162,175,9,281,281,178,56,2.75,2.75, 183.047709923664,355.143129770992,321.238549618321,4128.62022900763,294.047709923664,56,824.508946322067,37,6174.56361829026,196.563618290258
4,177,4,4,58,205,199,203,104,170,163,174,9,281,281,178,56,2.75,2.75, 151,326.137291280148,314.274582560297,6883.51020408163,457.137291280148,18,960.166347992352,110,10295.0554493308,285.351816443595
5,180,4,4,62,208,202,202,108,171,163,174,9,281,281,178,56,2.75,2.75, 415.880676758682,127,609.880676758682,4059.72840605521,1247.45681211042,437.804368471035,231.451092117759,723.059829059829,6584.90218423552,292.804368471035
6,180,4,4,64,210,200,206,108,172,160,176,9,281,281,178,56,2.75,2.75, 388.649613899614,334,621.948841698842,5750.24806949807,2680.59845559846,451.294416243655,643.19627749577,504.19627749577,4795.39255499154,397.19627749577
7,179,4,4,55,201,196,208,109,172,160,176,9,281,281,178,56,2.75,2.75, 779.0888252149,470.765042979943,447.323782234957,16085.1776504298,714.765042979943,681.919085312225,508.108179419525,687.8109058927,6541.10817941953,717.108179419525
8,180,4,4,56,205,196,209,103,169,160,176,9,281,281,178,56,2.75,2.75, 242.963257199603,227,177,14076.2611717974,242,608.092,527.865,406.865,9675.638,339.319
9,178,4,4,47,199,201,203,103,169,163,174,9,281,281,178,56,2.75,2.75, 596.612546125461,171.612546125461,131,21911.7380073801,248,24,21,45,14086.94417238,82.4906953966699
10,178,4,4,49,192,207,188,102,169,171,167,9,281,281,178,56,2.75,2.75, 503.500967117988,196.375241779497,321.375241779497,16189.3791102514,177,0,25,177,8180.84359726295,169
11,177,4,3,46,196,212,169,99,165,176,160,9,281,281,178,56,2.75,2.75, 217,408.407582938389,46,21287.1895734597,148,0,0,8821.17846750727,3837.42580019399,357.950533462658
12,176,4,3,48,193,209,152,96,168,180,155,9,281,281,178,56,2.75,2.75, 534.90037593985,488.633458646617,178,7807.16729323308,286.633458646617,345.434599156118,696.738396624472,8260.04219409283,38.7172995780591,169
13,175,4,3,46,196,212,133,99,166,181,142,9,281,281,178,56,2.75,2.75, 626.174311926606,247.449541284404,216,10694.6972477064,334.724770642202,136,1508.08636363636,7942.47727272727,65.2318181818182,624.927272727273
14,176,4,3,46,195,202,142,101,171,182,146,9,281,281,178,56,2.75,2.75, 513.10592808552,353.31778425656,49,5605.74149659864,207,335.280797101449,769.842391304348,3365.5615942029,78.2807971014493,669.561594202899
15,178,4,3,48,200,202,140,103,171,181,144,9,281,281,178,56,2.75,2.75, 640.000841042893,322,1180.25147182506,7447.50294365013,268.750210260723,100.566750629723,1587.63476070529,5707.50125944584,333.566750629723,371.400503778338
16,178,4,3,48,198,191,123,95,167,181,142,9,281,281,178,56,2.75,2.75, 342.309352517986,62,855.856115107914,9651.02158273381,146,784.622857142857,1243.83047619048,2574.93428571429,152.10380952381,238.311428571429
17,178,4,2,52,199,185,121,106,173,179,127,9,281,281,178,56,2.75,2.75, 181,337.45541958042,1238.18793706294,2640.2770979021,287.910839160839,320.914188615123,2488.65675446049,397.165675446049,366.079864061172,582.411214953271
18,179,4,2,54,198,183,114,103,170,177,122,9,281,281,178,56,2.75,2.75, 159.081025641026,18,1247.89128205128,16557.4584615385,146.081025641026,692.611524163569,2070.05762081784,1463.33828996283,666.834572490706,851.834572490706
19,179,4,2,58,203,213,119,107,169,181,135,9,281,281,178,56,2.75,2.75, 21,165,308,14398.2688172043,648.478983382209,232.661192739844,2199.79775280899,585.322385479689,220.661192739844,322.661192739844
20,178,4,2,55,202,200,127,107,169,181,137,9,281,281,178,56,2.75,2.75, 0,49,464.63323782235,11638.9551098376,370.211079274117,693.788999098287,2289.23985572588,1443.12714156898,351.450856627592,633.56357078449
21,181,4,3,46,195,197,125,102,169,181,139,9,281,281,178,56,2.75,2.75, 379.683923705722,343.122615803815,96.5613079019074,25086.6130790191,518.561307901907,487.014571948998,1292.8233151184,3448.2204007286,314.808743169399,414.808743169399
22,200,1,3,107,55,243,188,124,102,186,158,9,281,281,176,51,2.75,2.75, 7678.29608938547,205,257.716014897579,539.148044692737,24,0,0,14026.8598598599,4608.43543543544,0
23,179,4,2,47,187,193,122,102,169,180,130,9,281,281,178,56,2.75,2.75, 244,0,57,18488.7873620863,77,332.732993197279,2360.86394557823,450.298469387755,245.832482993197,466.931972789116
24,181,4,2,45,182,186,108,96,166,179,126,9,281,281,178,56,2.75,2.75, 0,0,0,14073.1335403727,104,1001.95648232094,1261.57388939257,231.191296464189,491.191296464189,545.176790571169
25,186,4,1,37,152,180,79,95,150,171,111,9,281,281,178,56,2.75,2.75, 116.611553784861,107,4108.44621513944,6438.44621513944,469.446215139442,2402.43882978723,724.146276595745,550.47695035461,248.238475177305,488.43085106383
26,181,3,1,37,146,158,72,99,149,163,106,9,281,281,178,56,2.75,2.75, 255.673195876289,32,8460.01958762887,3881.36597938144,266,3277.70429252782,831.72893481717,662.827503974563,262,377.975357710652
27,183,3,1,38,129,161,75,99,146,160,104,9,281,281,178,56,2.75,2.75, 185.410628019324,144,5508.39130434783,985.410628019324,0,4692.67183673469,707.890612244898,969.835918367347,308.671836734694,747.45306122449
28,181,3,1,40,119,162,70,98,143,160,104,9,281,281,178,56,2.75,2.75, 380.343269230769,188.343269230769,11461.9846153846,405.686538461538,101,6182.06189213086,536.214854111406,287.607427055703,188.404951370469,172.404951370469
29,181,3,1,39,113,154,72,98,142,158,103,9,281,281,178,56,2.75,2.75, 967.924791086351,151,6086.92479108635,432.387186629526,119,2943.73684210526,442.021052631579,709.021052631579,309.347368421053,277.673684210526
30,179,3,1,39,127,154,73,99,145,158,103,9,281,281,178,56,2.75,2.75, 1127.88156638013,78,4994.6446991404,202,0,4630.58780036969,711.940850277264,776.587800369686,206.323475046211,312.323475046211
31,181,3,1,36,126,149,77,98,146,153,101,9,281,281,178,56,2.75,2.75, 3099.77575757576,0,10735,1104.51717171717,0,3024.12034632035,713.240692640693,970.020779220779,507.560173160173,434.120346320346
32,180,3,1,38,135,149,81,99,147,162,105,9,281,281,178,56,2.75,2.75, 2582.56707897241,85,4525.2835394862,664.417697431018,61,2613.5860838537,547.906333630687,738.906333630687,268.339875111508,295
33,182,3,1,37,137,149,90,95,149,150,100,9,281,281,178,56,2.75,2.75, 3576,91,7095.41814595661,1499.53451676529,42,1787.37672904801,882.982099267697,705.385679414158,220.596419853539,469.192839707079
34,181,3,1,36,134,149,77,95,152,149,87,8,281,281,178,56,2.75,2.75, 1214.29217391304,561.548695652174,2946.93826086957,766.097391304348,219,1925.51131221719,859.742081447964,571.027149321267,83,373.371040723982
35,180,3,1,36,141,152,72,96,147,158,102,0,281,281,178,56,2.75,2.75, 0,217.78171641791,6874.23320895523,253.563432835821,267,1770.66540642722,718.915879017013,395.332703213611,81.1663516068053,226.166351606805
36,177,3,2,38,132,153,76,97,145,157,101,-3,281,281,178,56,2.75,2.75, 39,177.437934458788,7849.25521350546,268,139,2012.79967948718,2116.76442307692,756.729166666667,118,0
37,177,3,1,39,123,169,70,99,141,160,103,-7,281,281,178,56,2.75,2.75, 0,2482.17534246575,9231.52602739726,576.783561643836,68,4194.39816232772,1222.19908116386,469.742725880551,110,125
38,177,2,1,43,104,145,79,99,141,151,100,-12,281,281,178,56,2.75,2.75, 26,5943.61880687563,3328.30940343782,307,300.103134479272,2624.38802083333,1122.69270833333,358.692708333333,129,29
39,176,2,1,52,94,165,79,99,140,158,103,-12,281,281,178,56,2.75,2.75, 0,4493.93320425944,1208.77541142304,293.94385285576,182,2872.1985940246,1445.74868189807,400.449912126538,284.899824253076,0
40,176,2,1,54,95,155,75,99,138,162,105,-12,281,281,178,56,2.75,2.75, 16,7792.46850393701,667.937007874016,435,177.468503937008,3886.38202247191,1614.38202247191,342.966292134832,229.483146067416,0
41,174,2,1,51,99,149,58,99,141,163,106,-12,281,281,178,56,2.75,2.75, 0,4553.98539435248,1377.82181110029,290,152.410905550146,6019.47978436658,3096.32794249775,389.495956873315,152,32
42,178,3,2,43,109,163,56,98,143,163,106,-12,281,281,178,56,2.75,2.75, 56,3917.67816091954,4121.57088122605,432,276.446360153257,3463.23701002735,3657.0711030082,626.213309024613,370.094804010939,27
43,178,3,1,38,128,160,56,98,144,160,104,-12,281,281,178,56,2.75,2.75, 139.081766917293,2992.57236842105,9192.12593984962,213,379.408834586466,4147.75025176234,2494.9003021148,489.875125881168,102,35
44,180,3,1,38,134,164,62,96,148,165,107,-12,281,281,178,56,2.75,2.75, 0,70,13539.1881390593,407,425.584867075665,4974.98370497427,2237.54288164666,697.763293310463,112,117.220411663808
45,185,3,1,37,140,158,61,96,150,156,102,-12,281,281,178,56,2.75,2.75, 39,0,6341.02019230769,585.671153846154,228,8360.44678811122,1669.27420901246,647.482262703739,297.964525407478,0
46,185,3,1,34,131,153,57,95,147,154,101,-12,281,281,178,56,2.75,2.75, 263.512548262548,0,13289.2258687259,541.512548262548,284.512548262548,5757.19020172911,826.87800192123,610.439000960615,222.687800192123,104
47,184,2,1,57,129,154,57,99,142,153,101,-12,281,281,178,56,2.75,2.75, 159,2658.09276248726,2490.0254841998,125.689092762487,158.689092762487,6609.2193927522,1256.62585700294,418.60430950049,113,57
48,183,2,1,47,103,150,51,99,140,153,101,-12,281,281,178,56,2.75,2.75, 0,6850.63157894737,1913.31578947368,678.657894736842,206.657894736842,4720.47248908297,425.583406113537,151,102.861135371179,19
49,183,2,1,49,93,148,54,99,137,150,100,-12,281,281,178,56,2.75,2.75, 0,7849.06565176023,538,130.170313986679,459.170313986679,4299.94801512287,955.943289224953,348.985822306238,0,20
50,184,2,1,54,95,143,53,99,136,156,102,-12,281,281,178,56,2.75,2.75, 0,11863.2384898711,716.247697974217,448,445.247697974217,6053.06507177034,459.304306220096,438.152153110048,147.152153110048,7
51,181,2,1,47,105,140,54,99,138,156,100,-12,281,281,178,56,2.75,2.75, 207,7907.64600938967,1168.44976525822,556.449765258216,495.899530516432,5292.36917562724,922.268817204301,583.025089605735,611.025089605735,0
52,181,2,1,42,116,155,51,99,142,150,99,-12,281,281,178,56,2.75,2.75, 310,5989.25847846013,3931.74060494959,586,235.185151237397,6733.67572633552,764.289597000937,361,452.289597000937,0
53,177,2,1,39,125,155,59,99,143,153,101,-12,281,281,178,56,2.75,2.75, 0,3253.66789667897,3211.83394833948,438,585.708487084871,8319.40661304736,832.966041108132,718.983020554066,60.9830205540661,0
54,182,3,1,39,118,159,60,99,144,156,102,-12,281,281,178,56,2.75,2.75, 426.007707129094,2729.01541425819,4092.02312138728,336.007707129094,185.007707129094,9067.80792420327,1129.44788975022,732.695951765719,500.583979328165,42
55,179,3,1,43,112,160,57,99,142,158,103,-12,281,281,178,56,2.75,2.75, 0,5786.97886647454,6254,466.593659942363,180.197886647454,3954.24332344214,1363.16221562809,309.121661721068,161,0
56,182,2,2,47,105,188,71,99,140,163,106,-12,281,281,178,56,2.75,2.75, 123,6724.24216524216,2971.48622981956,304.297245963913,53,615.373636363636,5041.72545454545,641.494545454545,215.373636363636,0
57,183,2,2,54,96,185,74,99,138,176,120,-12,281,281,178,56,2.75,2.75, 178,9492.01905717151,622.522567703109,149,110,515.983150800337,3952.89469250211,808.978938500421,346.991575400168,0
58,180,2,3,57,90,201,107,99,133,177,109,-12,281,281,178,56,2.75,2.75, 0,8551.65818921668,0,216,272,777.652298850575,1393.64367816092,5430.62643678161,68,0
59,177,2,3,95,132,193,147,101,127,184,150,-12,281,281,178,58,2.75,2.75, 0,10933.5360230548,1892.11911623439,3156.17867435159,510,598.483778625954,599.645038167939,3798.32251908397,888.967557251908,1123
60,179,2,3,79,129,211,131,90,129,181,144,-12,281,281,178,58,2.75,2.75, 880.148936170213,12631.0425531915,2294.14893617021,4229.29787234043,665.148936170213,465.267497603068,905.16874400767,13706.4362416107,860.534995206136,1817
61,179,3,3,87,158,196,179,98,142,172,177,-12,281,281,180,61,2.75,2.75, 2693,5805.54359430605,10290.9350533808,6388.54359430605,383.847864768683,0,3081.92885771543,4396.82665330661,2405.82665330661,1991
62,180,3,3,85,158,196,177,99,140,172,177,-12,281,281,180,61,2.75,2.75, 3116,6099.04244817374,9985.16979269496,3521.21224086871,412.042448173741,274.628424657534,3295.02825342466,3407.62842465753,2709.39982876712,1125
63,180,3,2,86,158,183,147,99,140,183,146,-12,281,281,180,62,2.75,2.75, 1462.88833992095,9250.32015810277,11605.2183794466,7331.10177865613,452.776679841897,236.323076923077,7121.08717948718,3777.32307692308,2286,2076
64,181,2,2,57,88,201,82,99,136,174,117,-12,281,281,180,62,2.75,2.75, 754,10565.9853747715,955,1437.33089579525,143,109,7566.2023381295,509.563848920863,619.127697841727,734.375899280576
65,183,2,2,118,98,193,78,108,114,174,117,-12,281,281,180,63,2.75,2.75, 1922.05426356589,6721.70542635659,3988.21705426357,2546.27131782946,430.162790697674,536.663254861822,9363.5670419652,323.951893551689,1865.5670419652,1589.80757420676
66,181,3,2,75,132,186,122,98,142,183,127,-12,281,281,180,63,2.75,2.75, 911,4564.00287356322,5152.06800766284,1203.86685823755,664.733716475096,211.077353215284,4430.42404473439,322.538676607642,679.616029822926,534
